node1ID,node2ID,branchID,x1,y1,z1,x2,y2,z2,radius,length,R,G,B,time,type,name,suf,suf1,kx,kr,jr,psi,jxl,psi_soil
10,11,0,1.7102,-3.7019,-8.488,1.6884,-3.7537,-9.4864,0.1191,1,1,0,0,10.8997,1,Taproot,-2.687537425506672,0.00205334807071305,0.6354837468149122,-4.761953896871205,0.043618519687283,-14877.897851511603,44.09119058857502,-11513.748
11,12,0,1.6884,-3.7537,-9.4864,1.6717,-3.8228,-10.4839,0.1191,1,1,0,0,11.9596,1,Taproot,-2.688008590928075,0.0020511216044844308,0.6354837468149122,-4.761953896871205,0.04823369884852652,-14867.922486131898,43.117706051561136,-11147.16675
12,13,0,1.6717,-3.8228,-10.4839,1.5926,-3.8803,-11.4791,0.1191,1,1,0,0,13.0322,1,Taproot,-2.688460691619975,0.002048987497246598,0.6354837468149122,-4.761953896871205,0.052841008305993156,-14858.195974866172,42.04495966542304,-10781.430749999998
13,14,0,1.5926,-3.8803,-11.4791,1.6207,-3.8794,-12.4787,0.1191,1,1,0,0,14.1179,1,Taproot,-2.6888918391214816,0.0020469543664685137,0.6354837468149122,-4.761953896871205,0.05747278909722617,-14848.767116182271,40.76141608121592,-10414.07775
14,15,0,1.6207,-3.8794,-12.4787,1.6501,-3.8805,-13.4782,0.1191,1,1,0,0,15.2168,1,Taproot,-2.689300011969468,0.002045031434627329,0.6354837468149122,-4.761953896871205,0.06210795927505629,-14839.637721604018,39.470048406831985,-10046.7615
15,16,0,1.6501,-3.8805,-13.4782,1.6436,-3.9314,-14.4769,0.1191,1,1,0,0,16.3294,1,Taproot,-2.689684433762844,0.00204322204756593,0.6354837468149122,-4.761953896871205,0.06674329552237257,-14830.822518522315,38.11505847089755,-9679.739249999999
16,17,0,1.6436,-3.9314,-14.4769,1.6015,-4.0007,-15.4736,0.1191,1,1,0,0,17.456,1,Taproot,-2.6900453653573275,0.0020415246807718563,0.6354837468149122,-4.761953896871205,0.07137364941523745,-14822.393414187172,36.44942664616196,-9313.452000000001
17,18,0,1.6015,-4.0007,-15.4736,1.5841,-3.9655,-16.4729,0.1191,1,1,0,0,18.597,1,Taproot,-2.6903831589124483,0.002039937403503228,0.6354837468149122,-4.761953896871205,0.07602129543929563,-14814.33862323137,34.83471626660253,-8946.20925
18,19,0,1.5841,-3.9655,-16.4729,1.5563,-3.9439,-17.4722,0.1191,1,1,0,0,19.7527,1,Taproot,-2.6906978794906005,0.0020384596557102854,0.6354837468149122,-4.761953896871205,0.08067414574357222,-14806.71351333317,32.98082005935056,-8578.9665
19,20,0,1.5563,-3.9439,-17.4722,1.6168,-3.8851,-18.4687,0.1191,1,1,0,0,20.9235,1,Taproot,-2.6909896906909476,0.0020370904337094547,0.6354837468149122,-4.761953896871205,0.08531902938798062,-14799.485975771466,31.265629578602702,-8212.75275
20,21,0,1.6168,-3.8851,-18.4687,1.4641,-3.7204,-19.4431,0.1191,1,1,0,0,22.1098,1,Taproot,-2.6912593431594223,0.00203582600141627,0.6354837468149122,-4.761953896871205,0.08986392365831312,-14792.657292092534,29.544852821859763,-7854.660749999999
21,22,0,1.4641,-3.7204,-19.4431,1.252,-3.6404,-20.4171,0.1191,1,1,0,0,23.312,1,Taproot,-2.6915075741757386,0.00203466271064872,0.6354837468149122,-4.761953896871205,0.09441212735576071,-14786.235018505535,27.791434888108444,-7496.715749999999
22,23,0,1.252,-3.6404,-20.4171,1.0605,-3.6154,-21.3983,0.1191,1,1,0,0,24.5306,1,Taproot,-2.6917358284543926,0.0020335936239663484,0.6354837468149122,-4.761953896871205,0.09899958392695557,-14780.178399558323,26.214100178027373,-7136.12475
23,24,0,1.0605,-3.6154,-21.3983,1.007,-3.507,-22.391,0.1191,1,1,0,0,25.7659,1,Taproot,-2.6919460742426917,0.0020326093816201737,0.6354837468149122,-4.761953896871205,0.10364626316367705,-14774.452766990915,24.78656199981683,-6771.307500000001
24,25,0,1.007,-3.507,-22.391,0.8918,-3.4625,-23.3833,0.1191,1,1,0,0,27.0186,1,Taproot,-2.6921392000669035,0.0020317057042531016,0.6354837468149122,-4.761953896871205,0.10829541663239989,-14769.072385102681,23.29740327004714,-6406.637250000001
25,26,0,0.8918,-3.4625,-23.3833,0.8913,-3.5738,-24.3771,0.1191,1,1,0,0,28.289,1,Taproot,-2.6923175355201905,0.0020308715910148803,0.6354837468149122,-4.761953896871205,0.11295552986217486,-14763.937394823197,22.239641312135152,-6041.415750000001
26,27,0,0.8913,-3.5738,-24.3771,0.8696,-3.6438,-25.3744,0.1191,1,1,0,0,29.5777,1,Taproot,-2.6924854863915892,0.0020300863618134845,0.6354837468149122,-4.761953896871205,0.11763502285436013,-14758.978437265143,21.481519512134916,-5674.907999999999
27,28,0,0.8696,-3.6438,-25.3744,0.7902,-3.573,-26.3687,0.1191,1,1,0,0,30.8853,1,Taproot,-2.6926456001471206,0.0020293380565636543,0.6354837468149122,-4.761953896871205,0.12230244344561172,-14754.183416129565,20.775647700468603,-5309.50275
28,29,0,0.7902,-3.573,-26.3687,0.7806,-3.5541,-27.3685,0.1191,1,1,0,0,32.2122,1,Taproot,-2.6927982742403467,0.002028624778113704,0.6354837468149122,-4.761953896871205,0.12699820063415104,-14749.559598826225,20.038394839092938,-4942.07625
29,30,0,0.7806,-3.5541,-27.3685,0.723,-3.5804,-28.3665,0.1191,1,1,0,0,33.559,1,Taproot,-2.6929436063433583,0.002027946033637143,0.6354837468149122,-4.761953896871205,0.13168760527382203,-14745.106190498544,19.304572582721647,-4575.311250000001
30,31,0,0.723,-3.5804,-28.3665,0.7996,-3.4615,-29.3565,0.1191,1,1,0,0,34.9264,1,Taproot,-2.6930817589532934,0.0020273010300918453,0.6354837468149122,-4.761953896871205,0.13634116328842133,-14740.824530125472,18.564948012531872,-4211.48625
31,32,0,0.7996,-3.4615,-29.3565,0.875,-3.3411,-30.3463,0.1191,1,1,0,0,36.3151,1,Taproot,-2.6932132725048716,0.0020266872134189384,0.6354837468149122,-4.761953896871205,0.14099587103845565,-14736.695741152422,17.90687075339188,-3847.73475
32,33,0,0.875,-3.3411,-30.3463,0.9576,-3.2171,-31.3352,0.1191,1,1,0,0,37.7255,1,Taproot,-2.6933410663900035,0.002026090935682178,0.6354837468149122,-4.761953896871205,0.145647501171476,-14732.600128487316,17.76587488234408,-3484.314
33,34,0,0.9576,-3.2171,-31.3352,0.8794,-3.3087,-32.3279,0.1191,1,1,0,0,39.1586,1,Taproot,-2.693467596026453,0.002025500729683488,0.6354837468149122,-4.761953896871205,0.15031764696395516,-14728.538771039137,17.62022738116098,-3119.4967500000002
34,35,0,0.8794,-3.3087,-32.3279,0.8018,-3.3584,-33.3236,0.1191,1,1,0,0,40.6149,1,Taproot,-2.5092032074461232,0.0030959703481907488,0.6106773056746626,-4.577560695698194,0.23698877309005628,-14724.286142743253,17.46990973421297,-2753.577
35,36,0,0.8018,-3.3584,-33.3236,0.7251,-3.3667,-34.3206,0.1191,1,1,0,0,42.0954,1,Taproot,-2.246190712025721,0.005672954338805831,0.5444027879416283,-4.314407273980678,0.4475193518293994,-14719.43013090918,17.23292096109963,-2387.1795
36,37,0,0.7251,-3.3667,-34.3206,0.6944,-3.2843,-35.3168,0.1191,1,1,0,0,43.6007,1,Taproot,-2.0813912626109063,0.008291034788048792,0.46472247959703405,-4.1494458846647255,0.6734355450833791,-14713.7884565478,16.785401609254436,-2021.0759999999998
37,38,0,0.6944,-3.2843,-35.3168,0.6861,-3.0858,-36.2968,0.1191,1,1,0,0,45.1317,1,Taproot,-1.9605398771331137,0.010951159966602375,0.3651890688926552,-4.028403993991119,0.9147026925831447,-14707.036148914876,16.11196606418034,-1660.926000000001
38,39,0,0.6861,-3.0858,-36.2968,0.6784,-2.7171,-37.2264,0.1191,1,1,0,0,46.6894,1,Taproot,-1.8647397678259086,0.013654010490057282,0.23320684100246505,-3.932369668206781,1.1702772611161274,-14698.4952283979,15.197263371585192,-1319.2980000000007
39,40,0,0.6784,-2.7171,-37.2264,0.5916,-2.4011,-38.1711,0.1191,1,1,0,0,48.2746,1,Taproot,-1.7851924038380922,0.016398631099084227,0.03843332420655106,-3.8525058000869303,1.4419343258316866,-14686.316236769713,14.026986110476116,-972.120749999999
40,41,0,0.5916,-2.4011,-38.1711,0.3866,-2.3885,-39.1498,0.1191,1,1,0,0,49.8885,1,Taproot,-1.717203105660773,0.019177716503561097,-0.3343856899050448,-3.783942726920353,1.7304619661361,-14661.005951378225,12.585051784638907,-612.4485000000004
41,42,0,0.3866,-2.3885,-39.1498,0.3644,-2.3953,-40.1495,0.1191,1,1,0,0,51.5319,1,Taproot,-1.6812205155259687,0.020834327395007356,-1.530177984021837,-3.7423214251308154,1.9217190798614097,-14325.753528222045,10.854589818505945,-300
42,43,0,0.3644,-2.3953,-40.1495,0.3487,-2.4247,-41.149,0.1191,1,1,0,0,53.206,1,Taproot,-1.690593499491288,0.020389496457927918,-1.530177984021837,-3.7423214251308154,1.8806887128670307,-14054.924047194208,8.932870738644457,-300
43,44,0,0.3487,-2.4247,-41.149,0.2446,-2.467,-42.1427,0.1191,1,1,0,0,54.912,1,Taproot,-1.6981387282419436,0.020038318339407713,-1.530177984021837,-3.7423214251308154,1.848296705292463,-13847.273537199133,7.052182025777292,-300
44,45,0,0.2446,-2.467,-42.1427,0.1467,-2.5127,-43.1368,0.1191,1,1,0,0,56.6512,1,Taproot,-1.7037917169710712,0.019779180011842874,-1.530177984021837,-3.7423214251308154,1.8243942745125734,-13701.84822011991,5.203885320484863,-300
45,46,0,0.1467,-2.5127,-43.1368,0.2538,-2.497,-44.1309,0.1191,1,1,0,0,58.4248,1,Taproot,-1.7075026696618172,0.019610891203819713,-1.530177984021837,-3.7423214251308154,1.8088716321361875,-13617.980129934795,3.3794910459722907,-300
46,47,0,0.2538,-2.497,-44.1309,0.2734,-2.4311,-44.9999,0.1191,0.8717,1,0,0,60,1,Taproot,-1.7688394562976768,0.01702787854048409,-1.530177984021837,-3.7423214251308154,1.570619413835864,-13594.781637891234,1.570619413835824,-300
2,48,1,0.5841,-1.5476,-1.1219,1.5813,-1.614,-1.1563,0.0355,1,0,1,0,18.3571,3,LongLateral,-3.226822795580993,5.93167304228624e-4,-2.7619538968712045,-4.761953896871205,0.0011060476805997352,-14746.930568047072,0.39787312572912215,-14575.059749999999
48,49,1,1.5813,-1.614,-1.1563,2.5144,-1.9666,-1.2262,0.0355,1,0,1,0,19.2898,3,LongLateral,-3.2651800568213742,5.430251486781856e-4,-2.7619538968712045,-4.761953896871205,3.2004512771038657e-4,-14517.720538237454,0.3967670780485212,-14549.3715
49,50,1,2.5144,-1.9666,-1.2262,3.4406,-2.336,-1.3015,0.0355,1,0,1,0,20.2564,3,LongLateral,-3.3051464972960285,4.952830924973505e-4,-2.7619538968712045,-4.761953896871205,-4.5614372512238705e-4,-14289.216740761756,0.3951569745910142,-14521.698750000001
50,51,1,3.4406,-2.336,-1.3015,4.1893,-2.8925,-1.6617,0.0355,1,0,1,0,21.2595,3,LongLateral,-3.3459025988307376,4.5091782256229145e-4,-2.7619538968712045,-4.761953896871205,-8.305831766999981e-4,-14058.867973269524,0.3981621462554412,-14389.32525
51,52,1,4.1893,-2.8925,-1.6617,5.0176,-3.2537,-2.0901,0.0355,1,0,1,0,22.3019,3,LongLateral,-3.3876115722299445,4.0962686128882234e-4,-2.7619538968712045,-4.761953896871205,-0.0011178618871802107,-13825.420408550024,0.4033804225409399,-14231.88825
52,53,1,5.0176,-3.2537,-2.0901,5.7456,-3.8438,-2.4393,0.0355,1,0,1,0,23.3869,3,LongLateral,-3.43047546970736,3.711286913947762e-4,-2.7619538968712045,-4.761953896871205,-0.0015293339270939167,-13588.903094955158,0.40848633917225574,-14103.55725
53,54,1,5.7456,-3.8438,-2.4393,6.3887,-4.3213,-3.0379,0.0355,1,0,1,0,24.5181,3,LongLateral,-3.4747467342712675,3.3516083654579974e-4,-2.7619538968712045,-4.761953896871205,-0.0016023796997959433,-13347.583230402643,0.4167597737328383,-13883.57175
54,55,1,6.3887,-4.3213,-3.0379,7.0372,-4.7135,-3.6903,0.0355,1,0,1,0,25.6996,3,LongLateral,-3.5207442710322607,3.014780718202595e-4,-2.7619538968712045,-4.761953896871205,-0.001610141108015608,-13105.365660669384,0.4183092116541117,-13643.81475
55,56,1,7.0372,-4.7135,-3.6903,7.4791,-4.6978,-4.5872,0.0355,1,0,1,0,26.936,3,LongLateral,-3.5688763676716335,2.6985075179240234e-4,-2.7619538968712045,-4.761953896871205,-0.0012750707776005268,-12862.058747410818,0.4203616614033028,-13314.203999999998
56,57,1,7.4791,-4.6978,-4.5872,7.8258,-4.7905,-5.5206,0.0355,1,0,1,0,28.2328,3,LongLateral,-3.6196743803251787,2.4006321592240113e-4,-2.7619538968712045,-4.761953896871205,-8.926010241115268e-4,-12617.585051650456,0.42257180519434134,-12971.1795
57,58,1,7.8258,-4.7905,-5.5206,8.0829,-4.4854,-6.4376,0.0355,1,0,1,0,29.5961,3,LongLateral,-3.673843811016421,2.1191231163219794e-4,-2.7619538968712045,-4.761953896871205,-5.362740855780642e-4,-12372.779971691994,0.4233233698849756,-12634.181999999999
58,59,1,8.0829,-4.4854,-6.4376,8.3917,-4.1535,-7.3289,0.0355,1,0,1,0,31.0332,3,LongLateral,-3.7323448788175204,1.852060294460677e-4,-2.7619538968712045,-4.761953896871205,-2.164707673971962e-4,-12128.262306359064,0.42298595182193305,-12306.62925
59,60,1,8.3917,-4.1535,-7.3289,8.6623,-3.9181,-8.2624,0.0355,1,0,1,0,32.5524,3,LongLateral,-3.796526018620888,1.5976218125271431e-4,-2.7619538968712045,-4.761953896871205,1.6615611350884703e-4,-11885.007315911842,0.42099243168912787,-11963.568000000001
60,61,1,8.6623,-3.9181,-8.2624,9.0005,-3.7351,-9.1855,0.0355,1,0,1,0,34.1637,3,LongLateral,-3.8635213811062554,1.3692369767081904e-4,-2.7619538968712045,-4.761953896871205,5.504961128072739e-4,-11649.021713554135,0.40860622277685726,-11624.32875
61,62,1,9.0005,-3.7351,-9.1855,9.1003,-3.6511,-10.1769,0.0355,1,0,1,0,35.879,3,LongLateral,-3.9288821629363433,1.1779255365435493e-4,-2.7619538968712045,-4.761953896871205,0.0010699684954831512,-11425.61746239388,0.38709617578469085,-11259.98925
62,63,1,9.1003,-3.6511,-10.1769,9.1891,-3.5784,-11.1703,0.0355,1,0,1,0,37.7128,3,LongLateral,-3.992682543239419,1.0169918129684881e-4,-2.7619538968712045,-4.761953896871205,0.001633937091407533,-11211.228239861126,0.37177926171842096,-10894.914750000002
63,64,1,9.1891,-3.5784,-11.1703,9.2816,-3.5248,-12.1646,0.0355,1,0,1,0,39.6825,3,LongLateral,-4.054968727862788,8.811123167642536e-5,-2.7619538968712045,-4.761953896871205,0.0022448355046692857,-11011.490423884328,0.3467330663321286,-10529.5095
64,65,1,9.2816,-3.5248,-12.1646,9.2575,-3.2618,-13.129,0.0355,1,0,1,0,41.8099,3,LongLateral,-4.115418775553935,7.666219051364247e-5,-2.8357756570655286,-4.761953896871205,0.002836759808766603,-10809.29234991654,0.29660524255021287,-10175.0925
65,66,1,9.2575,-3.2618,-13.129,9.505,-3.2291,-14.0974,0.0355,1,0,1,0,44.1226,3,LongLateral,-4.176013332312302,6.667862993711372e-5,-2.9531114550353883,-4.761953896871205,0.0034126927947295983,-10598.405314670616,0.23670412870376592,-9819.2055
66,67,1,9.505,-3.2291,-14.0974,9.8149,-3.3192,-15.0439,0.0355,1,0,1,0,46.6558,3,LongLateral,-4.243243179578593,5.7115873154066476e-5,-3.133415867149218,-4.761953896871205,0.0038674330405286763,-10349.669464219394,0.18495952631759585,-9471.366750000001
67,68,1,9.8149,-3.3192,-15.0439,9.944,-3.3604,-16.0347,0.0355,1,0,1,0,49.4562,3,LongLateral,-3.311602150584783,4.8797531087338327e-4,-3.4988423968476345,-3.7423214251308154,0.04292560445483997,-10013.813610133187,0.12908077611545052,-9107.247749999999
68,69,1,9.944,-3.3604,-16.0347,10.0505,-3.3899,-17.0285,0.0355,1,0,1,0,52.5867,3,LongLateral,-3.4904142364102713,3.232851557304563e-4,-4.063486257521107,-3.7423214251308154,0.03451334950208313,-9246.043705839722,0.0861551716606114,-8742.026249999999
69,70,1,10.0505,-3.3899,-17.0285,10.1634,-3.3812,-18.0221,0.0355,1,0,1,0,56.1358,3,LongLateral,-3.746081018636805,1.7943988463649347e-4,-4.063486257521107,-3.7423214251308154,0.025345174747067607,-8811.790318562864,0.05164182215852834,-8376.878250000002
70,71,1,10.1634,-3.3812,-18.0221,10.2605,-3.3744,-18.9643,0.0355,0.9472,0,1,0,60,3,LongLateral,-3.932980572894749,1.166861812613021e-4,-4.063486257521107,-3.7423214251308154,0.026296647411460674,-8672.479062361546,0.02629664741146062,-8030.61975
49,72,2,2.5144,-1.9666,-1.2262,3.0889,-1.195,-1.4993,0.0366,1,0,1,0,23.3353,2,Lateral,-3.2729400433119853,5.334085303199025e-4,-2.7619538968712045,-4.761953896871205,2.719892354923009e-4,-14517.053577196177,0.0012900583297912863,-14449.00725
72,73,2,3.0889,-1.195,-1.4993,3.5667,-0.4809,-2.011,0.0366,1,0,1,0,32.6006,2,Lateral,-3.273937811173351,5.32184459999324e-4,-2.7619538968712045,-4.761953896871205,0.0010180690943013529,-14516.759393947827,0.0010180690942996002,-14260.957499999999
50,74,3,3.4406,-2.336,-1.3015,4.216,-1.7347,-1.1088,0.0366,1,0,1,0,24.4203,2,Lateral,-3.313282980672443,4.860903722750902e-4,-2.7619538968712045,-4.761953896871205,-0.0012041729483771898,-14290.34192483377,-0.0025490279393091337,-14592.516
74,75,3,4.216,-1.7347,-1.1088,5.0353,-1.1697,-1.0105,0.0366,1,0,1,0,33.6856,2,Lateral,-3.3142807485338084,4.849748880561483e-4,-2.7619538968712045,-4.761953896871205,-0.0013448549909294797,-14290.7305367777,-0.0013448549909274034,-14628.64125
51,76,4,4.1893,-2.8925,-1.6617,5.022,-3.274,-1.2603,0.0366,1,0,1,0,25.5515,2,Lateral,-3.3544929183616463,4.420863255095995e-4,-2.7619538968712045,-4.761953896871205,-0.0018972396980183107,-14060.855496019296,-0.0043876931087959035,-14536.83975
76,77,4,5.022,-3.274,-1.2603,5.8541,-3.6481,-0.8508,0.0366,1,0,1,0,34.8167,2,Lateral,-3.3554906862230123,4.410718221422361e-4,-2.7619538968712045,-4.761953896871205,-0.0024904534107761532,-14061.57514233638,-0.002490453410778513,-14687.331
52,78,5,5.0176,-3.2537,-2.0901,4.8744,-4.2286,-1.9197,0.0366,1,0,1,0,26.733,2,Lateral,-3.396751262798394,4.0109637521951885e-4,-2.7619538968712045,-4.761953896871205,-0.0018623499763018609,-13827.18705252629,-0.003988054744135111,-14294.51025
78,79,5,4.8744,-4.2286,-1.9197,4.7471,-5.2034,-1.7363,0.0366,1,0,1,0,35.9982,2,Lateral,-3.3977490306597593,4.0017593593013717e-4,-2.7619538968712045,-4.761953896871205,-0.0021257047678337436,-13827.80130035793,-0.002125704767831575,-14361.909749999999
53,80,6,5.7456,-3.8438,-2.4393,6.5187,-3.9366,-1.8119,0.0366,1,0,1,0,27.9694,2,Lateral,-3.4402835773129303,3.6284105638282097e-4,-2.7619538968712045,-4.761953896871205,-0.002958168754865475,-13591.945873865743,-0.006744100633490884,-14334.12675
80,81,6,6.5187,-3.9366,-1.8119,7.3388,-3.9558,-1.24,0.0366,1,0,1,0,37.2347,2,Lateral,-3.4412813451742963,3.620084057164747e-4,-2.7619538968712045,-4.761953896871205,-0.003785931878624354,-13593.039864189508,-0.0037859318786233405,-14544.3
54,82,7,6.3887,-4.3213,-3.0379,6.2105,-4.3535,-4.0214,0.0366,1,0,1,0,29.2662,2,Lateral,-3.4853731672606485,3.2705954839724324e-4,-2.7619538968712045,-4.761953896871205,-6.947636034229362e-4,-13347.351873824031,5.2941778519389946e-5,-13522.135499999999
82,83,7,6.2105,-4.3535,-4.0214,6.102,-4.2385,-5.0088,0.0366,1,0,1,0,38.5314,2,Lateral,-3.4863709351220145,3.263090094322687e-4,-2.7619538968712045,-4.761953896871205,7.47705381946264e-4,-13347.135815405893,7.477053819455988e-4,-13159.266
55,84,8,7.0372,-4.7135,-3.6903,6.6544,-4.5858,-4.6052,0.0366,1,0,1,0,30.6295,2,Lateral,-3.532380209560471,2.9350789683379536e-4,-2.7619538968712045,-4.761953896871205,-8.043224737344686e-4,-13105.388862815249,-4.4230864117914014e-4,-13307.589
84,85,8,6.6544,-4.5858,-4.6052,6.0621,-4.4741,-5.4032,0.0366,1,0,1,0,39.8948,2,Lateral,-3.533377977421837,2.928343524771758e-4,-2.7619538968712045,-4.761953896871205,3.6201383255853877e-4,-13105.284254585998,3.620138325574834e-4,-13014.324
56,86,9,7.4791,-4.6978,-4.5872,7.2519,-3.8846,-5.123,0.0366,1,0,1,0,32.0666,2,Lateral,-3.581769361888717,2.619573799904731e-4,-2.7619538968712045,-4.761953896871205,-0.0010147524666704697,-12862.305923616805,-9.350730134410265e-4,-13117.2975
86,87,9,7.2519,-3.8846,-5.123,7.3133,-3.2242,-5.8714,0.0366,1,0,1,0,41.3318,2,Lateral,-3.582810301056808,2.6133025903733595e-4,-2.8150234291340683,-4.761953896871205,7.967945322791552e-5,-12862.279907303837,7.967945322273927e-5,-12842.260499999999
57,88,10,7.8258,-4.7905,-5.5206,7.1733,-4.4109,-6.1765,0.0366,1,0,1,0,33.5858,2,Lateral,-3.63415123796971,2.3219280712791516e-4,-2.7619538968712045,-4.761953896871205,-4.481060922729027e-4,-12617.374057759704,1.4103633346846867e-4,-12730.136250000001
88,89,10,7.1733,-4.4109,-6.1765,6.5054,-4.1882,-6.8867,0.0366,1,0,1,0,42.851,2,Lateral,-3.635257499328256,2.3160210412274322e-4,-2.8847194899030826,-4.761953896871205,5.891424257411146e-4,-12617.148218523116,5.891424257421207e-4,-12469.137750000002
58,90,11,8.0829,-4.4854,-6.4376,7.5405,-3.9767,-7.1062,0.0366,1,0,1,0,35.1971,2,Lateral,-3.690346041717454,2.0401117552235802e-4,-2.7619538968712045,-4.761953896871205,-6.345568970020298e-5,-12372.256707806873,8.736921486260089e-4,-12388.4715
90,91,11,7.5405,-3.9767,-7.1062,7.0903,-3.4051,-7.7921,0.0366,1,0,1,0,44.4623,2,Lateral,-3.6915520379982545,2.0344544090137874e-4,-2.973364099153939,-4.761953896871205,9.371478383255839e-4,-12371.816146021478,9.371478383273414e-4,-12136.40325
59,92,12,8.3917,-4.1535,-7.3289,8.5188,-4.7529,-8.1192,0.0366,1,0,1,0,36.9124,2,Lateral,-3.7514866172703893,1.7722026544947014e-4,-2.7619538968712045,-4.761953896871205,4.4348044145500775e-4,-12127.113248703357,0.0022099909001953052,-12016.194000000001
92,93,12,8.5188,-4.7529,-8.1192,8.5903,-5.1648,-9.0276,0.0366,1,0,1,0,46.1777,2,Lateral,-3.752864122147639,1.766590447945337e-4,-3.0931591337490674,-4.761953896871205,0.0017665104587451714,-12126.019123626795,0.001766510458747746,-11682.357
60,94,13,8.6623,-3.9181,-8.2624,8.1212,-3.2678,-8.7956,0.0366,1,0,1,0,38.7462,2,Lateral,-3.8236953007772088,1.5007373774029862e-4,-2.7619538968712045,-4.761953896871205,4.5314956814352893e-4,-11878.07599790771,0.012220052798760725,-11767.617
94,95,13,8.1212,-3.2678,-8.7956,7.6232,-2.5514,-9.2842,0.0366,1,0,1,0,48.0114,2,Lateral,-2.8203958640606026,0.001512182249767655,-3.2733125733699984,-3.7423214251308154,0.011766903230618271,-11867.107907378819,0.011766903230617281,-11588.0565
61,96,14,9.0005,-3.7351,-9.1855,8.2828,-3.5039,-9.8423,0.0366,1,0,1,0,40.7159,2,Lateral,-3.8900483898356017,1.2881060207162667e-4,-2.7896730449252356,-4.761953896871205,0.0010332565622125903,-11636.428767882251,0.020959550879361275,-11382.954749999999
96,97,14,8.2828,-3.5039,-9.8423,7.5825,-3.313,-10.5301,0.0366,1,0,1,0,49.9811,2,Lateral,-2.900096678023093,0.001258645194386004,-3.622252782414584,-3.7423214251308154,0.019926294317149373,-11595.27587565351,0.019926294317149734,-11130.188250000001
62,98,15,9.1003,-3.6511,-10.1769,10.0247,-3.9258,-10.4413,0.0366,1,0,1,0,42.8433,2,Lateral,-3.955257384664092,1.1085176574590801e-4,-2.88433648312801,-4.761953896871205,0.0010243130687922245,-11415.096676612618,0.0142469455707925,-11162.82225
98,99,15,10.0247,-3.9258,-10.4413,10.9164,-4.2533,-10.7538,0.0366,1,0,1,0,52.1086,2,Lateral,-3.0046229767927985,9.894116579118087e-4,-4.063486257521107,-3.7423214251308154,0.013222632502000202,-11341.507679743683,0.013222632502000016,-11047.9785
